,active,age,birth_city,birth_country,birth_date,birth_state,college,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,number,player_id,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,team,weight,yahoo_id,years_exp
1502,True,29,,,1990-10-20,,Florida State,2,RB,15966,15102,['RB'],Chris,Chris Thompson,00-0030404,#ChrisThompson-NFL-WAS-25,"5'7""",,,,,,Thompson,1577064903197,25,1502,RB,,,8773,8563,chris,christhompson,thompson,193,nfl,0366fd06-19a3-4b69-8448-6bfbfad1250b,509372,Active,WAS,192,26777,6
1916,True,28,,,1991-12-20,,Clemson,,,16886,16146,['WR'],Martavis,Martavis Bryant,00-0031373,#MartavisBryant-NFL-FA-12,"6'4""",,,,,,Bryant,1563229203788,12,1916,WR,,,9456,9416,martavis,martavisbryant,bryant,9999999,nfl,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,602091,Inactive,,211,27646,5
3074,True,26,,,1993-07-10,,Portland State,,,2565684,17821,['OL'],Cornelius,Cornelius Edison,00-0032324,#CorneliusEdison-NFL-FA-67,"6'3""",,,,,,Edison,1514655901260,67,3074,C,,,10774,,cornelius,corneliusedison,edison,9999999,nfl,49606a1d-e06e-4cde-8528-f1adca8bd5fa,,Inactive,,299,29212,4
3880,True,27,,,1992-07-25,,UTEP,,,2577567,18702,['TE'],MJ,MJ McFarland,,#MJMcFarland-NFL-FA-42,"6'4""",,,,,Out,McFarland,,42,3880,TE,,,11535,,mj,mjmcfarland,mcfarland,9999999,nfl,040aeba2-c0ea-4858-aaf8-75c0453686ce,590677,Inactive,,251,30007,3
4901,False,44,,,1975-05-15,,Miami (Fla.),,,,157,['LB'],Ray,Ray Lewis,,#RayLewis-NFL-FA-52,"6'1""",,,,,,Lewis,,52,4901,LB,,,,2246,ray,raylewis,lewis,9999999,nfl,,,Inactive,,240,,0
2791,False,25,,,1991-12-09,,Southern Connecticut State,,,2573749,17259,['DL'],Carlif,Carlif Taylor,,#CarlifTaylor-NFL-FA-63,"6'2""",,,,,,Taylor,,63,2791,DT,,,,,carlif,carliftaylor,taylor,9999999,nfl,537fbaef-f5fd-448f-9477-f61d3eb1023a,,Inactive,,315,,0
5075,True,24,,,1995-04-24,,None,3,WILL,3052667,19987,['LB'],Obo,Obo Okoronkwo,00-0034807,#OboOkoronkwo-NFL-LAR-45,"6'2""",,,,,,Okoronkwo,1572400234594,45,5075,OLB,,,12788,13179,obo,obookoronkwo,okoronkwo,1281,nfl,eacc232b-701d-4a67-9ce5-61b9b931fd42,747990,Active,LAR,253,31130,1
4682,True,26,,,1993-08-04,,South Alabama,,,3933340,19583,['LB'],Randy,Randy Allen,,#RandyAllen-NFL-FA-95,"6'2""",,,,,Out,Allen,,95,4682,OLB,,,,,randy,randyallen,allen,9999999,nfl,cbbbe6a1-79e3-4ee4-9720-a7b447cfff0a,,Inactive,,245,30844,2
5569,True,25,,,1994-09-07,,None,6,RB,3040499,20581,['RB'],Johnny,Johnny Stanton,00-0034311,#JohnnyStanton-NFL-FA-48,"6'2""",,,,,,Stanton,1576011945906,48,5569,FB,,,13182,,johnny,johnnystanton,stanton,9999999,nfl,85e3651c-cde0-48ed-a5ea-93477a1fe99b,728310,Inactive,,245,31510,1
820,False,32,,,1986-12-26,,Texas,,,14113,12814,['DB'],Chykie,Chykie Brown,,#ChykieBrown-NFL-FA-23,"5'11""",,,,,,Brown,,23,820,CB,,,7621,,chykie,chykiebrown,brown,9999999,nfl,fd4c8de2-7566-4bfc-8ad6-4e22c634b286,,Inactive,,190,24951,5
3926,False,25,,,1993-02-24,,Oregon,,,2576982,18755,['OL'],Matt,Matt Pierson,,#MattPierson-NFL-FA-61,"6'5""",,,,,,Pierson,,61,3926,OT,,,11635,,matt,mattpierson,pierson,9999999,nfl,,,Inactive,,277,30068,0
107,False,37,,,1980-10-28,,Wake Forest,,,4476,2933,['LB'],Calvin,Calvin Pace,,#CalvinPace-NFL-FA-97,"6'4""",,,,,,Pace,,97,107,OLB,,,3046,,calvin,calvinpace,pace,9999999,nfl,7b2f9310-f695-4c64-8c43-3fff3ba244c6,,Inactive,,265,6354,13
2081,False,26,,,1990-09-23,,Georgia Tech,,,17303,16392,['DL'],Emmanuel,Emmanuel Dieke,,#EmmanuelDieke-NFL-FA-98,"6'6""",,,,,,Dieke,,98,2081,DE,,,,,emmanuel,emmanueldieke,dieke,9999999,nfl,18c8ea3e-76ea-4df2-a4e2-ba37993efac4,,Inactive,,270,28164,1
6021,True,23,,,1996-03-02,,LSU,7,RB,3843406,21041,['RB'],Nick,Nick Brossette, 00-0034961,#NickBrossette-NFL-FA-36,"6'0""",,,,,,Brossette,1569357642679,36,6021,RB,,,13524,,nick,nickbrossette,brossette,1835,nfl,86d0d3b3-5400-4fc8-943e-cb0a92d69e77,865555,Inactive,,218,32226,0
2678,False,25,,,1992-09-24,,Georgia,,,2578539,17146,['DL'],Ray,Ray Drew,,#RayDrew-NFL-FA-65,"6'4""",,,,,,Drew,,65,2678,DE,,,10344,,ray,raydrew,drew,9999999,nfl,ec53c2b3-55d1-471f-b270-8b77451273ad,,Inactive,,265,28906,0
4717,True,25,,,1994-08-20,,Akron,,,2969856,19625,['DB'],Bryce,Bryce Jones,00-0033853,#BryceJones-NFL-FA-44,"5'11""",,,,,,Jones,1535038807833,44,4717,CB,,,12259,,bryce,brycejones,jones,9999999,nfl,3e5858a5-d0b8-44ba-94f0-e341b1139676,,Inactive,,172,30859,2
2641,False,25,,,1992-04-21,,Utah State,,,2517374,17109,['DB'],Brian,Brian Suite,,#BrianSuite-NFL-FA-45,"6'3""",,,,,,Suite,,45,2641,SS,,,,,brian,briansuite,suite,9999999,nfl,1391fe15-0b42-47e5-a3e2-720c0b6bdb9b,,Inactive,,205,28884,0
968,False,30,,,1988-08-25,,Hawaii,,,14106,13394,['WR'],Greg,Greg Salas,,#GregSalas-NFL-FA-11,"6'1""",,,,,,Salas,,11,968,WR,,,7388,,greg,gregsalas,salas,9999999,nfl,c7b0121b-e87d-40b9-9fda-b0f014eb4643,323854,Inactive,,210,24899,5
5539,True,25,,,1994-10-17,,Texas Tech,3,SWR,3040137,20477,['WR'],Derrick,Derrick Willies,00-0034258,#DerrickWillies-NFL-CLE-84,"6'3""",,,,,,Willies,1570878322430,84,5539,WR,,,13138,13642,derrick,derrickwillies,willies,334,nfl,bdeddbb2-2b56-4b46-915b-19eb71fbbe45,740743,Practice Squad,CLE,215,31462,1
6411,True,23,,,1996-04-20,,Penn State,,,3144792,21308,['LS'],Kyle,Kyle Vasey,,#KyleVasey-NFL-FA-48,"6'2""",,,,,,Vasey,,48,6411,LS,,,14030,,kyle,kylevasey,vasey,9999999,nfl,7d8a8d31-8628-4a56-934d-ada35fe98e8c,,Inactive,,233,32121,0
1777,True,29,,,1990-05-21,,Idaho State,2,TE,16143,15866,['TE'],Josh,Josh Hill,00-0030216,#JoshHill-NFL-NO-89,"6'5""",,,,,,Hill,1576563317614,89,1777,TE,,,9071,8764,josh,joshhill,hill,422,nfl,687cdc33-bd0d-4b70-adb3-33f97dc26a3c,469509,Active,NO,229,26950,6
5172,True,25,,,1994-12-02,,None,,,3051458,20197,['LB'],Alvin,Alvin Jones,00-0034190,#AlvinJones-NFL-FA-58,"5'10""",,,,,,Jones,1574205650621,58,5172,ILB,,,13125,,alvin,alvinjones,jones,9999999,nfl,7a41d4ff-5634-4b1d-843e-820e9b2a6049,,Inactive,,225,31245,1
772,True,32,,,1987-08-10,,North Dakota State,,,12988,12562,['LB'],Ramon,Ramon Humber,00-0026672,#RamonHumber-NFL-FA-50,"5'11""",,,,,,Humber,1542220841875,50,772,LB,,,6283,,ramon,ramonhumber,humber,9999999,nfl,8bc1b144-ce6d-4889-a1e1-e7cc394756e6,316286,Inactive,,232,9543,10
6342,True,24,,,1995-09-07,,North Carolina State,,,3116745,21259,['WR'],Stephen,Stephen Louis,,#StephenLouis-NFL-FA-12,"6'1""",,,,,,Louis,1566253808494,12,6342,WR,,,13996,,stephen,stephenlouis,louis,9999999,nfl,4fb2b89d-56ab-4044-bc99-ff8b1f0e0bd5,820882,Inactive,,218,32513,0
1817,True,26,,,1993-06-14,,Clemson,1,RWR,16725,16003,['WR'],Sammy,Sammy Watkins,00-0031325,#SammyWatkins-NFL-KC-14,"6'1""",,,,,,Watkins,1577080503395,14,1817,WR,,,9249,9388,sammy,sammywatkins,watkins,91,nfl,7d80b51f-1462-442e-aa7f-8c320a62deed,602118,Active,KC,211,27532,5
2137,True,28,,,1991-05-30,,Washington State,,,17330,16476,['OL'],John,John Fullington,,#JohnFullington-NFL-FA-77,"6'5""",,,,,,Fullington,1533941719090,77,2137,G,,,10045,,john,johnfullington,fullington,9999999,nfl,3e2ce3c7-98a2-4d9c-a442-64fe46baea7a,,Inactive,,301,28165,5
3913,False,26,,,1992-06-08,,Ohio State,3,LG,,18739,['OL'],Joel,Joel Hale,,#JoelHale-NFL-FA-60,"6'4""",,,,,,Hale,,60,3913,G,,,11614,,joel,joelhale,hale,9999999,nfl,,,Inactive,,311,30041,0
1134,True,33,,,1986-08-08,,Utah,2,C,14976,14088,['OL'],Tony,Tony Bergstrom,00-0029699,#TonyBergstrom-NFL-WAS-66,"6'5""",,,,,,Bergstrom,1556139644960,66,1134,C,,,8310,,tony,tonybergstrom,bergstrom,9999999,nfl,294acd0c-63a9-429e-afaa-2bfeb00d7988,,Active,WAS,313,25805,7
5504,True,25,,,1994-09-20,,None,,,3042381,20232,['DL'],Mackendy,Mackendy Cheridor,00-0034134,#MackendyCheridor-NFL-FA-96,"6'5""",,,,,,Cheridor,,96,5504,DE,,,13089,,mackendy,mackendycheridor,cheridor,9999999,nfl,7f4d9680-0577-4195-9168-2fb90bb18e9c,,Inactive,,275,31353,1
2980,True,27,,,1992-12-23,,Louisville,11,RWR,2576643,17480,['WR'],Eli,Eli Rogers,00-0031782,#EliRogers-NFL-FA-17,"5'10""",,,,,,Rogers,1571673012200,17,2980,WR,,,10654,10753,eli,elirogers,rogers,314,nfl,bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e,606667,Inactive,,181,28669,4
4856,True,,,,,,,,,,19756,,Bob,Bob McNair,,#BobMcNair-NFL-FA-0,,,,,,,McNair,,0,4856,,,,,9453,bob,bobmcnair,mcnair,9999999,nfl,,,Inactive,,,,0
3138,False,,,,,,,,,,17892,,Steve,Steve Underwood,,#SteveUnderwood-NFL-FA-0,,,,,,,Underwood,,0,3138,,,,,11243,steve,steveunderwood,underwood,9999999,nfl,,,Inactive,,,,
3807,False,26,,,1991-10-12,,Marshall,3,RCB,3059866,18622,['DB'],Corey,Corey Tindal,,#CoreyTindal-NFL-FA-35,"5'9""",,,,,,Tindal,,35,3807,CB,,,11381,,corey,coreytindal,tindal,9999999,nfl,,,Inactive,,183,29910,0
2903,False,25,,,1991-11-06,,East Carolina,,,,17371,['QB'],Shane,Shane Carden,,#ShaneCarden-NFL-FA-15,"6'2""",,,,,,Carden,,15,2903,QB,,,,,shane,shanecarden,carden,9999999,nfl,be150d73-b833-46ea-ac6e-77e46d6d6c08,550813,Inactive,,218,28704,0
893,True,31,,,1988-11-14,,Clemson,2,SS,14018,13085,['DB'],Marcus,Marcus Gilchrist,00-0027988,#MarcusGilchrist-NFL-FA-29,"5'10""",,,,,,Gilchrist,1576698302391,29,893,SS,,,7527,6615,marcus,marcusgilchrist,gilchrist,9999999,nfl,80cd039e-08e5-48ef-935d-ac46db36460d,401728,Inactive,,193,24837,8
2046,False,28,,,1990-11-04,,Auburn,2,RCB,16987,16338,['DB'],Chris,Chris Davis,,#ChrisDavis-NFL-FA-43,"5'10""",,,,,,Davis,,43,2046,CB,,,9338,,chris,chrisdavis,davis,9999999,nfl,d77e2ccd-d900-4a4a-8b0c-46b5d0eee907,,Inactive,,202,27847,3
3036,True,29,,,1990-12-27,,Eastern Kentucky,,,2470916,17741,['TE'],Matt,Matt Lengel,00-0031788,#MattLengel-NFL-FA-86,"6'7""",,,,,,Lengel,1575508208670,86,3036,TE,,,10558,,matt,mattlengel,lengel,9999999,nfl,4d747b73-bcc6-46d2-a2d7-ec1d0c8135a2,504496,Inactive,,262,28975,4
5650,True,,,,,,Georgia,,,3128706,20612,['DB'],Dominick,Dominick Sanders,00-0034467,#DominickSanders-NFL-FA-33,"5'11""",,,,,,Sanders,1534816806132,33,5650,FS,,,12912,,dominick,dominicksanders,sanders,9999999,nfl,7428dd41-d736-4141-991d-b7a74b61aeda,,Inactive,,193,31587,1
2530,False,27,,,1991-06-19,,Hawaii,,,2517262,16990,['RB'],Joey,Joey Iosefa,,#JoeyIosefa-NFL-FA-47,"5'10""",,,,,,Iosefa,,47,2530,RB,,,10479,,joey,joeyiosefa,iosefa,9999999,nfl,66e35780-b140-44f7-ad2f-72fa76ea2a7e,544696,Inactive,,235,28619,1
1651,False,28,,,1989-10-10,,Fresno State,,,16410,15396,['LB'],Tristan,Tristan Okpalaugo,,#TristanOkpalaugo-NFL-FA-58,"6'4""",,,,,,Okpalaugo,,58,1651,OLB,,,8742,,tristan,tristanokpalaugo,okpalaugo,9999999,nfl,2e82dec6-641d-4ef6-be24-950c53e25663,,Inactive,,245,27252,1
2566,False,23,,,1994-09-14,,Yale,5,RB,2969294,17030,['RB'],Tyler,Tyler Varga,,#TylerVarga-NFL-FA-38,"5'11""",,,,,,Varga,,38,2566,RB,,,10192,,tyler,tylervarga,varga,9999999,nfl,822a3193-b9b8-4073-a691-9f35f6e0abdb,683250,Inactive,,222,28752,2
1284,True,29,,,1990-01-25,,North Texas,,,15369,14731,['RB'],Lance,Lance Dunbar,,#LanceDunbar-NFL-FA-25,"5'8""",,,,,,Dunbar,1520632201229,25,1284,RB,,,8086,7798,lance,lancedunbar,dunbar,9999999,nfl,9f0f0495-b5b8-45c2-866b-02d9f96087f7,468901,Inactive,,191,26064,7
5016,True,23,,,1996-11-15,,Texas,,,3821576,19872,['LB'],Malik,Malik Jefferson,00-0034835,#MalikJefferson-NFL-LAC-46,"6'2""",,,,,,Jefferson,1573602355620,46,5016,OLB,,,12506,,malik,malikjefferson,jefferson,1212,nfl,c3e579cc-6693-47c4-91a9-b688935ae048,867820,Practice Squad,LAC,236,31048,1
282,True,35,,,1984-12-29,,Michigan,,,10477,7169,['DL'],Alan,Alan Branch,,#AlanBranch-NFL-FA-97,"6'6""",,,,,,Branch,1520371804313,97,282,DT,,,5196,4157,alan,alanbranch,branch,9999999,nfl,eb02d9d3-87a1-4e50-9809-094946c73c46,264843,Inactive,,325,8287,12
6131,True,21,,,1998-02-14,,Alabama,1,WLB,4040983,20994,['LB'],Mack,Mack Wilson, 00-0035144,#MackWilson-NFL-CLE-51,"6'1""",,,,,,Wilson,1577166660081,51,6131,OLB,,,13609,,mack,mackwilson,wilson,1242,nfl,0790a8d6-5316-4204-91a6-8508ca48973b,,Active,CLE,240,31987,0
4896,True,,,,,,,,,,19794,,Brian,Brian Callahan,,#BrianCallahan-NFL-FA-0,,,,,,,Callahan,1548183048021,0,4896,,,,,13074,brian,briancallahan,callahan,9999999,nfl,,,Inactive,,,,0
2719,True,28,,,1991-10-09,,Virginia,1,FS,2577814,17187,['DB'],Anthony,Anthony Harris,00-0031799,#AnthonyHarris-NFL-MIN-41,"6'1""",,,,,,Harris,1575431159847,41,2719,FS,,,10389,,anthony,anthonyharris,harris,1638,nfl,a7413fb5-8d05-457f-a97f-504bee73a910,,Active,MIN,183,28838,4
387,False,30,,,1987-07-16,,Georgia,,,12516,8699,['RB'],Knowshon,Knowshon Moreno,,#KnowshonMoreno-NFL-FA-28,"5'11""",,,,,,Moreno,,28,387,RB,,,,5163,knowshon,knowshonmoreno,moreno,9999999,nfl,d7ed32dc-b05b-4a90-b29c-7fcb4527d2c5,,Inactive,,210,,6
582,False,31,,,1987-09-09,,Florida,,,13225,11313,['WR'],Riley,Riley Cooper,,#RileyCooper-NFL-FA-14,"6'3""",,,,,,Cooper,,14,582,WR,,,6508,,riley,rileycooper,cooper,9999999,nfl,384dbb20-9765-4cfb-9384-8c062e14d47f,329772,Inactive,,222,24135,9
4824,False,25,,,1992-08-03,,Arkansas,,,2574530,16942,['DB'],Tevin,Tevin Mitchel,,#TevinMitchel-NFL-FA-37,"5'11""",,,,,,Mitchel,,37,4824,CB,,,,,tevin,tevinmitchel,mitchel,9999999,nfl,,604741,Inactive,,190,,0
3592,True,27,,,1992-10-14,,South Carolina,,,2570484,18372,['DB'],Isaiah,Isaiah Johnson,00-0032749,#IsaiahJohnson-NFL-FA-39,"6'0""",,,,,,Johnson,1567575624572,39,3592,FS,,,10708,,isaiah,isaiahjohnson,johnson,895,nfl,d37758ce-9e3c-4e3c-bb7b-b8eaf1c58541,605944,Inactive,,209,29577,3
2962,False,,,,,,Akron,,,2574271,17444,['WR'],Zach,Zach D'Orazio,,#ZachDOrazio-NFL-FA-83,"6'2""",,,,,,D'Orazio,,83,2962,WR,,,,,zach,zachdorazio,dorazio,9999999,nfl,b63144f8-2b0f-458c-91da-f974989c9a51,602932,Inactive,,213,29137,0
2754,False,26,,,1991-09-10,,Delaware,,,2574603,17222,['WR'],Mike,Mike Johnson,,#MikeJohnson-NFL-FA-84,"6'1""",,,,,,Johnson,,84,2754,WR,,,,,mike,mikejohnson,johnson,9999999,nfl,0fd9b49e-3023-4218-910d-a9e259631803,608969,Inactive,,209,29177,0
6101,True,,,,,,Iowa State,,,,21082,['DB'],Brian,Brian Peavy,,#BrianPeavy-NFL-FA-0,"5'8""",,,,,,Peavy,,0,6101,CB,,,,,brian,brianpeavy,peavy,9999999,nfl,f8669286-a701-4347-a419-633a37ba3757,,Inactive,,192,,0
5597,True,25,,,1994-08-24,,None,,,3059773,20595,['QB'],Brogan,Brogan Roback,00-0034697,#BroganRoback-NFL-FA-6,"6'3""",,,,,,Roback,1557850830183,6,5597,QB,,,13183,,brogan,broganroback,roback,9999999,nfl,c9d1cbdb-96b7-4264-9469-042f42591346,744039,Inactive,,207,31695,1
750,True,34,,,1985-08-21,,Middle Tennessee,,,11401,12424,['LB'],Erik,Erik Walden,00-0026307,#ErikWalden-NFL-FA-56,"6'2""",,,,,IR,Walden,1536461702747,56,750,OLB,,,5811,4912,erik,erikwalden,walden,9999999,nfl,171deb91-d41b-43d6-b531-9d4cf7fa2bb4,227529,Injured Reserve,,250,8944,11
358,True,32,,,1987-01-25,,Alabama,2,RT,12622,8459,['OL'],Andre,Andre Smith,00-0026982,#AndreSmith-NFL-FA-71,"6'4""",,,,,,Smith,1575135605435,71,358,OT,,,5992,5099,andre,andresmith,smith,9999999,nfl,17a056be-39c0-4913-bacf-1663f3ac4a56,,Inactive,,335,9270,10
191,True,34,,,1984-12-12,,Georgia Tech,2,WLB,11327,4959,['LB'],Philip,Philip Wheeler,,#PhilipWheeler-NFL-FA-52,"6'2""",,,,,,Wheeler,,52,191,OLB,,,5734,,philip,philipwheeler,wheeler,9999999,nfl,2869f710-b3d8-4acd-a901-d844dcf62845,,Inactive,,240,8870,11
3661,True,26,,,1992-04-10,,Kentucky,3,NT,3115434,18459,['DL'],Cory,Cory Johnson,,#CoryJohnson-NFL-FA-60,"6'2""",,,,,,Johnson,,60,3661,NT,,,11304,,cory,coryjohnson,johnson,9999999,nfl,34828cc7-77f0-4e1c-a5f0-5d61dec0cbac,,Inactive,,292,29645,1
2609,False,30,,,1987-08-05,,William & Mary,,,13309,17077,['QB'],RJ,RJ Archer,,#RJArcher-NFL-FA-6,"6'2""",,,,,,Archer,,6,2609,QB,,,,,rj,rjarcher,archer,9999999,nfl,508a1f6e-0731-471b-ba78-0ac9e2328757,288460,Inactive,,220,24539,1
5962,True,23,,,1996-10-09,,Fresno State,3,RWR,3124537,20835,['WR'],Keesean,Keesean Johnson, 00-0035287,#KeeseanJohnson-NFL-ARI-19,"6'1""",,,,,,Johnson,1577045461261,19,5962,WR,,,13628,14195,keesean,keeseanjohnson,johnson,391,nfl,7e8f4076-25e1-41e5-8e71-f70397a3729d,838443,Active,ARI,201,32006,0
6219,True,23,,,1996-11-15,,Oklahoma,1,K,3821683,21114,['K'],Austin,Austin Seibert, 00-0035145,#AustinSeibert-NFL-CLE-4,"5'9""",,,,,,Seibert,1576500923481,4,6219,K,,,13812,,austin,austinseibert,seibert,517,nfl,bd1f047a-978f-4643-b55f-f4d3b0719a4e,,Active,CLE,209,32002,0
5463,True,25,,,1994-12-09,,Florida,7,RB,4057659,20561,['RB'],Mark,Mark Thompson,00-0034200,#MarkThompson-NFL-FA-38,"6'2""",,,,,,Thompson,1574119543470,38,5463,RB,,,13108,,mark,markthompson,thompson,1854,nfl,9ceb92c0-25d4-4e05-848f-1ddce1774410,910402,Inactive,,241,31423,1
1936,True,28,,,1991-11-27,,Montana,,,17390,16176,['OL'],Williams,Williams Poehls,00-0031113,#WilliamsPoehls-NFL-FA-75,"6'8""",,,,,,Poehls,,75,1936,OT,,,10097,,williams,williamspoehls,poehls,9999999,nfl,a2fbe350-af20-459a-b8b5-3c9a0bab06fe,,Inactive,,334,28217,5
1700,True,28,,,1991-05-14,,Saginaw Valley State,2,SS,16473,15576,['DB'],Jeff,Jeff Heath,00-0030196,#JeffHeath-NFL-DAL-38,"6'1""",,,,,,Heath,1576199459201,38,1700,SS,,,9064,,jeff,jeffheath,heath,965,nfl,30a193de-13a3-4e22-a1a5-ce240f498280,,Active,DAL,210,27345,6
1855,True,27,,,1991-03-07,,UCLA,,,16811,16064,['WR'],Shaquelle,Shaquelle Evans,,#ShaquelleEvans-NFL-FA-0,"6'1""",,,,,,Evans,,0,1855,WR,,,9473,,shaquelle,shaquelleevans,evans,9999999,nfl,73972c5e-0ee9-4147-b0da-d0fd0f78f2f9,508969,Inactive,,213,27643,3
5121,True,24,,,1995-10-06,,None,2,LWR,3123075,20038,['WR'],Braxton,Braxton Berrios,00-0034419,#BraxtonBerrios-NFL-NYJ-10,"5'9""",,,,,,Berrios,1576279505735,10,5121,WR,,,12771,13308,braxton,braxtonberrios,berrios,445,nfl,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,820866,Active,NYJ,184,31180,1
2809,False,25,,,1993-02-12,,South Alabama,,,3045312,17277,['DB'],Montell,Montell Garner,,#MontellGarner-NFL-FA-40,"6'1""",,,,,,Garner,,40,2809,CB,,,10859,,montell,montellgarner,garner,9999999,nfl,923d0350-3152-4eec-8a5f-36256e7fbcd5,,Inactive,,185,28994,1
6729,True,23,,,1996-06-01,,USC,,,3120353,21443,['DB'],Ajene,Ajene Harris,,#AjeneHarris-NFL-FA-33,"5'9""",,,,,,Harris,,33,6729,DB,,,14341,,ajene,ajeneharris,harris,9999999,nfl,16748026-ba77-46f1-a661-8ba0fd56d069,,Inactive,,185,32641,0
2559,True,28,,,1991-08-28,,Iowa State,,,3039924,17021,['TE'],EJ,EJ Bibbs,00-0031968,#EJBibbs-NFL-FA-45,"6'2""",,,,,IR,Bibbs,1511635202455,45,2559,TE,,,10554,,ej,ejbibbs,bibbs,9999999,nfl,7b5052ff-f939-4284-afcf-677ac31dc5ad,733427,Injured Reserve,,258,29034,4
6516,True,24,,,1995-08-03,,Baylor,,,3128346,21433,['OL'],Blake,Blake Blackmar, 00-0035065,#BlakeBlackmar-NFL-FA-63,"6'5""",,,,,,Blackmar,1569029732704,63,6516,G,,,14149,,blake,blakeblackmar,blackmar,9999999,nfl,f1ea77e8-6e8c-454c-b508-f06e5676a0bc,,Inactive,,330,32249,0
LAR,True,,,,,,,,,,,['DEF'],Los Angeles,,,,,,,,,,Rams,,,LAR,DEF,,,,,,,,,nfl,,,,LAR,,,
3710,True,26,,,1993-05-17,,Eastern Oregon,,,3060950,18516,['WR'],Jace,Jace Billingsley,00-0032553,#JaceBillingsley-NFL-FA-16,"5'9""",,,,,,Billingsley,1537326003925,16,3710,WR,,,11330,,jace,jacebillingsley,billingsley,9999999,nfl,ca72ac3c-9b47-498d-9be1-8d53c8295758,753089,Inactive,,185,29772,3
3951,False,26,,,1991-11-22,,Wyoming,,,,18784,['WR'],Justin,Justin Berger,,#JustinBerger-NFL-FA-8,"6'2""",,,,,,Berger,,8,3951,WR,,,11678,,justin,justinberger,berger,9999999,nfl,,,Inactive,,198,30079,0
1978,True,28,,,1990-10-18,,Oregon,3,LWR,17048,16242,"['WR', 'LB']",Tony,Tony Washington,,#TonyWashington-NFL-FA-17,"6'3""",,,,,Out,Washington,,17,1978,WR,,,10115,,tony,tonywashington,washington,9999999,nfl,a8c1f913-dfa3-4616-a11f-2b56f93c47cc,504371,Inactive,,247,27918,5
5989,True,21,,,1998-03-25,,UCF,2,LDT,4042141,20803,['DL'],Trysten,Trysten Hill, 00-0035247,#TrystenHill-NFL-DAL-79,"6'3""",,,,,,Hill,,79,5989,DT,,,13514,,trysten,trystenhill,hill,1464,nfl,c6c5ae5d-59c6-437d-9768-34e377fddcec,,Active,DAL,308,31890,0
1571,False,27,,,1990-12-11,,Miami,,,15949,15219,['DB'],Brandon,Brandon McGee,,#BrandonMcGee-NFL-FA-42,"5'11""",,,,,,McGee,,42,1571,CB,,,8973,,brandon,brandonmcgee,mcgee,9999999,nfl,244c313a-5a45-4d95-9817-bd9fef8889e7,,Inactive,,193,26772,3
2633,True,27,,,1992-12-01,,Texas A&M,,,2972282,17101,['RB'],Trey,Trey Williams,00-0031531,#TreyWilliams-NFL-FA-34,"5'9""",,,,,,Williams,1536455127139,34,2633,RB,,,10191,,trey,treywilliams,williams,9999999,nfl,b1e1f2ed-e978-4fe2-8a4f-81c25e722bdb,690774,Inactive,,190,28865,4
4329,True,23,,,1993-10-29,,Rutgers,3,LG,2982821,19183,['OL'],Chris,Chris Muller,,#ChrisMuller-NFL-DEN-62,"6'6""",,,,,,Muller,,62,4329,G,,,12279,,chris,chrismuller,muller,9999999,nfl,66d4f0d2-76db-4b27-90d6-565bb635abb4,,Active,DEN,316,30530,0
5257,True,25,,,1994-10-03,,None,2,QB,3045169,20283,['QB'],Tim,Tim Boyle,00-0034177,#TimBoyle-NFL-GB-8,"6'3""",,,,,,Boyle,1574704236730,8,5257,QB,,,13109,,tim,timboyle,boyle,738,nfl,d897b70f-29d9-477e-a72a-c9bfbadb70d3,741447,Active,GB,205,31431,1
3242,True,25,,,1994-01-26,,Alabama,1,RB,2979843,18003,['RB'],Kenyan,Kenyan Drake,00-0033118,#KenyanDrake-NFL-ARI-41,"6'1""",,,,,,Drake,1577069703746,41,3242,RB,,,11002,11263,kenyan,kenyandrake,drake,79,nfl,a0b93053-d349-4dd1-a840-24577102699b,694588,Active,ARI,210,29307,3
5727,True,24,,,1995-06-12,,Houston,,,3040031,20637,['DL'],Nick,Nick Thurman,00-0034723,#NickThurman-NFL-NE-92,"6'4""",,,,,,Thurman,1556840108017,92,5727,DE,,,13320,,nick,nickthurman,thurman,9999999,nfl,ded1a577-51cc-4f13-8b79-4f4c09655f44,,Practice Squad,NE,295,31726,1
979,True,32,,,1987-10-27,,TCU,3,FS,14117,13442,['DB'],Colin,Colin Jones,00-0028128,#ColinJones-NFL-CAR-42,"6'0""",,,,,,Jones,1566836121511,42,979,FS,,,7542,,colin,colinjones,jones,1567,nfl,fc506583-7edf-4e40-8047-83f60bea67a2,,Active,CAR,208,24977,8
2051,True,29,,,1990-12-19,,Utah,,,17024,16346,['DL'],Tenny,Tenny Palepoi,,#TennyPalepoi-NFL-FA-91,"6'1""",,,,,,Palepoi,1535066410234,91,2051,DT,,,9647,9743,tenny,tennypalepoi,palepoi,9999999,nfl,e63a066c-48f4-462f-ab71-c642f1e083b6,652030,Inactive,,298,27853,5
